ID Município,ID Prática,Carimbo de data/hora,Parceiro,Empresa Patrocinadora,Município,Estado,Eixo,Temática,Competência,Prática de gestão,Pactuado?,Baseline Eixo Nota,Baseline Temática Nota,Baseline Competência Nota,Baseline Prática Nota,Baseline Eixo Classificação,Baseline Temática Classificação,Baseline Competência Classificação,Baseline Prática Classificação,Validado Eixo Nota,Validado Temática Nota,Validado Competência Nota,Validado Prática Nota,Validado Eixo Classificação,Validado Temática Classificação,Validado Competência Classificação,Validado Prática Classificação,Meta Eixo Nota,Meta Temática Nota,Meta Competência Nota,Meta Prática Nota,Meta Eixo Classificação,Meta Temática Classificação,Meta Competência Classificação,ID Competência,ID Temática,ID Eixo,Validado Competência Nota BI,Reaplicado Eixo Nota,Reaplicado Temática Nota,Reaplicado Competência Nota,Reaplicado Prática Nota,Reaplicado Eixo Classificação,Reaplicado Temática Classificação,Reaplicado Competência Classificação,Reaplicado Prática Classificação,Aplicação Final Eixo Nota,Aplicação Final Temática Nota,Aplicação Final Competência Nota,Aplicação Final Prática Nota,Aplicação Final Eixo Classificação,Aplicação Final Temática Classificação,Aplicação Final Competência Classificação,Aplicação Final Prática Classificação
1,11,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Estratégia de Rastreamento,Existem protocolos de rastreamento com critérios claros sobre que casos serão priorizados para entrevistas e se os contatos serão notificados pela secretaria ou os confirmados notificarão seus próprios contatos.,Não,"3,078947368","2,333333333","2,25",3,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,Faço quase sempre,"3,078947368","2,333333333","1,6",,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,,,,,,,,,4,2,1,"2,25",,,,,,,,,,,,,,,,
1,12,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Estratégia de Rastreamento,Existem papéis e responsabilidades definidas para cada um dos membros da equipe de rastreamento e áreas de interlocução.,Não,"3,078947368","2,333333333","2,25",2,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,Faço às vezes,"3,078947368","2,333333333","1,6",,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,,,,,,,,,4,2,1,"2,25",,,,,,,,,,,,,,,,
1,13,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Estratégia de Rastreamento,Existe roteiro padronizado para entrevistar pessoas infectadas e identificar aqueles indivíduos com os quais estiveram próximos ao longo do período de transmissão.,Não,"3,078947368","2,333333333","2,25",2,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,Faço às vezes,"3,078947368","2,333333333","1,6",,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,,,,,,,,,4,2,1,"2,25",,,,,,,,,,,,,,,,
1,14,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Estratégia de Rastreamento,Existe documento formalizado com as instruções a serem passadas para os contactantes de caso suspeito ou confirmado.,Não,"3,078947368","2,333333333","2,25",2,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,Faço às vezes,"3,078947368","2,333333333","1,6",,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,,,,,,,,,4,2,1,"2,25",,,,,,,,,,,,,,,,
1,15,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Monitoramento de Casos,As unidades de saúde recebem as informações em tempo hábil sobre os casos que devem ser monitorados pelas equipes.,Sim,"3,078947368","2,333333333","2,40",3,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,Faço quase sempre,"3,078947368","2,333333333","1,6",,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,,"3,225","2,6","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,5,2,1,"2,4","3,333333333","3,4","3,4",3,3 - Consolidado,3 - Consolidado,3 - Consolidado,Faço quase sempre,"3,714285714","3,806451613","3,8",3,4 - Robusto,4 - Robusto,4 - Robusto,3 - Consolidado
1,16,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Monitoramento de Casos,Existe um fluxo de encaminhamento de pacientes a partir da apuração dos sintomas via monitoramento telefônico ou presencial.,Sim,"3,078947368","2,333333333","2,40",3,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,Faço quase sempre,"3,078947368","2,333333333","1,6",,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,,"3,225","2,6","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,5,2,1,"2,4","3,333333333","3,4","3,4",4,3 - Consolidado,3 - Consolidado,3 - Consolidado,Faço sempre,"3,714285714","3,806451613","3,8",4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,17,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Monitoramento de Casos,Existe uma base de dados e indicadores de monitoramento (ex: percentual de casos monitorados sobre casos suspeitos) de casos incluindo a ligação do contato com o caso fonte.,Sim,"3,078947368","2,333333333","2,40",2,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,Faço às vezes,"3,078947368","2,333333333","1,6",,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,,"3,225","2,6","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,5,2,1,"2,4","3,333333333","3,4","3,4",4,3 - Consolidado,3 - Consolidado,3 - Consolidado,Faço sempre,"3,666666667","3,806451613","3,8",4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,18,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Monitoramento de Casos,A rotina de monitoramento de casos conta com apoio dos agentes comunitários de saúde ou possui equipe bem definida para sua realização.,Sim,"3,078947368","2,333333333","2,40",2,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,Faço às vezes,"3,078947368","2,333333333","1,6",,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,,"3,225","2,6","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,5,2,1,"2,4","3,333333333","3,4","3,4",2,3 - Consolidado,3 - Consolidado,3 - Consolidado,Faço às vezes,"3,666666667","3,806451613","3,8",4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,19,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,RASTREAMENTO DE CONTATOS,Monitoramento de Casos,O município consegue efetuar o monitoramento telefônico ou presencial dos casos.,Sim,"3,078947368","2,333333333","2,40",2,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,Faço às vezes,"3,078947368","2,333333333","1,6",,3 - Consolidado,2 - Em consolidação,2 - Em consolidação,,"3,225","2,6","2,6",,3 - Consolidado,3 - Consolidado,3 - Consolidado,5,2,1,"2,4","3,333333333","3,4","3,4",4,3 - Consolidado,3 - Consolidado,3 - Consolidado,Faço sempre,"3,666666667","3,806451613","3,8",4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,20,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Planejamento da Imunização,"Existe um plano de operacionalização da imunização customizado para o município, respeitando as diretrizes do plano nacional.",Sim,"3,078947368","3,545454545","3,25",4,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço sempre,"3,078947368","3,545454545","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,225","3,6","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,6,3,1,"3,25","3,333333333","3,571428571","3,5",4,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço sempre,4,"3,806451613",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,21,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Planejamento da Imunização,"Foi realizada capacitação para os times da ponta para o correto armazenamento, distribuição e organização da rotina de trabalho durante a vacinação.",Sim,"3,078947368","3,545454545","3,25",4,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço sempre,"3,078947368","3,545454545","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,225","3,6","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,6,3,1,"3,25","3,333333333","3,571428571","3,5",4,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço sempre,4,"3,806451613",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,22,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Planejamento da Imunização,"Existe estimativa do percentual da população a ser vacinada, com número de doses e outros insumos necessários para cada fase/público-alvo.",Sim,"3,078947368","3,545454545","3,25",1,3 - Consolidado,4 - Robusto,3 - Consolidado,Não faço,"3,078947368","3,545454545","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,225","3,6","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,6,3,1,"3,25","3,333333333","3,571428571","3,5",2,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço às vezes,"3,5","3,806451613",4,4,3 - Consolidado,4 - Robusto,4 - Robusto,4 - Robusto
1,23,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Planejamento da Imunização,Existe um plano de comunicação para incentivar cada um dos públicos a se vacinarem.,Sim,"3,078947368","3,545454545","3,25",4,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço sempre,"3,078947368","3,545454545","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,225","3,6","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,6,3,1,"3,25","3,333333333","3,571428571","3,5",4,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço sempre,4,"3,806451613",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,24,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Logística da Imunização,"Existe plano de distribuição das vacinas de acordo com a demanda de cada unidade de saúde, evitando o desperdício de doses",Não,"3,078947368","3,545454545","4,00",4,3 - Consolidado,4 - Robusto,4 - Robusto,Faço sempre,"3,078947368","3,545454545","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,7,3,1,4,,,,,,,,,,,,,,,,
1,25,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Logística da Imunização,"Foi realizado um levantamento sobre os recursos logísticos e de armazenamento necessários (ex.: transporte, sala de vacina, câmara fria e outros) para as vacinas nas unidades de saúde que são polos de vacinação.",Não,"3,078947368","3,545454545","4,00",4,3 - Consolidado,4 - Robusto,4 - Robusto,Faço sempre,"3,078947368","3,545454545","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,7,3,1,4,,,,,,,,,,,,,,,,
1,26,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Logística da Imunização,"Existe protocolo estabelecido para aplicação de doses, inclusive para  as próximas ao período limite de uso. (Ex.: aplicação em usuários acamados e pertencentes ao grupo de risco de cada território em caso de sobra de doses próximas ao período limite de uso).",Não,"3,078947368","3,545454545","4,00",4,3 - Consolidado,4 - Robusto,4 - Robusto,Faço sempre,"3,078947368","3,545454545","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,7,3,1,4,,,,,,,,,,,,,,,,
1,27,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Logística da Imunização,"Existe fluxo de comunicação formalizado entre secretaria e unidades de vacinação, para redirecionamento/redistribuição de doses, caso necessário.",Não,"3,078947368","3,545454545","4,00",4,3 - Consolidado,4 - Robusto,4 - Robusto,Faço sempre,"3,078947368","3,545454545","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,7,3,1,4,,,,,,,,,,,,,,,,
1,28,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Monitoramento da Imunização,"Existe acompanhamento rigoroso da dispensação de insumos, identificando possíveis desvios e reorientando equipes se necessário.",Sim,"3,078947368","3,545454545","3,33",4,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço sempre,"3,078947368","3,545454545","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,225","3,6","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,8,3,1,"3,333333333","3,333333333","3,571428571","3,666666667",4,3 - Consolidado,4 - Robusto,4 - Robusto,Faço sempre,4,"3,806451613",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,29,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Monitoramento da Imunização,"Existe acompanhamento, com base no documento de planejamento, das metas de populações a vacinar em cada fase do plano.",Sim,"3,078947368","3,545454545","3,33",2,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço às vezes,"3,078947368","3,545454545","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,225","3,6","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,8,3,1,"3,333333333","3,333333333","3,571428571","3,666666667",3,3 - Consolidado,4 - Robusto,4 - Robusto,Faço quase sempre,"3,666666667","3,806451613",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,30,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,VACINAÇÃO,Monitoramento da Imunização,Foi criado um canal de comunicação e estabelecido um processo de monitoramento e investigação de efeitos adversos via farmacovigilância.,Sim,"3,078947368","3,545454545","3,33",4,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço sempre,"3,078947368","3,545454545","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,225","3,6","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,8,3,1,"3,333333333","3,333333333","3,571428571","3,666666667",4,3 - Consolidado,4 - Robusto,4 - Robusto,Faço sempre,4,"3,806451613",4,4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,31,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Estratégia de Comunicação,"A estratégia de comunicação para o combate à COVID-19 está sendo executada com cronograma, temáticas e responsáveis bem definidos.",Sim,"3,078947368","3,625","3,40",4,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço sempre,"3,078947368","3,625","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,225","3,6","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,9,4,1,"3,4","3,333333333","3,4","3,4",4,3 - Consolidado,3 - Consolidado,3 - Consolidado,Faço sempre,4,"3,806451613","3,8",4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,32,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Estratégia de Comunicação,Notícias falsas sobre a COVID-19 são desmentidas periodicamente através de canais oficiais (site e redes sociais).,Sim,"3,078947368","3,625","3,40",4,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço sempre,"3,078947368","3,625","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,225","3,6","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,9,4,1,"3,4","3,333333333","3,4","3,4",4,3 - Consolidado,3 - Consolidado,3 - Consolidado,Faço sempre,4,"3,806451613","3,8",4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,33,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Estratégia de Comunicação,O município comunica de forma periódica via canais oficiais as medidas que estão sendo tomadas com objetivo de frear o contágio no município.,Sim,"3,078947368","3,625","3,40",4,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço sempre,"3,078947368","3,625","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,225","3,6","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,9,4,1,"3,4","3,333333333","3,4","3,4",4,3 - Consolidado,3 - Consolidado,3 - Consolidado,Faço sempre,4,"3,806451613","3,8",4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,34,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Estratégia de Comunicação,"O município tem usado canais de comunicação como carros de som, cartazes, panfletos e WhatsApp.",Sim,"3,078947368","3,625","3,40",4,3 - Consolidado,4 - Robusto,3 - Consolidado,Faço sempre,"3,078947368","3,625","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,225","3,6","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,9,4,1,"3,4","3,333333333","3,4","3,4",4,3 - Consolidado,3 - Consolidado,3 - Consolidado,Faço sempre,4,"3,806451613","3,8",4,4 - Robusto,4 - Robusto,4 - Robusto,4 - Robusto
1,35,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Estratégia de Comunicação,"Existe estratégia de comunicação voltada para as temáticas mais sensíveis à realidade local quanto ao impacto da COVID-19 (saúde mental, economia, violência contra mulheres, grupos de risco etc).",Sim,"3,078947368","3,625","3,40",1,3 - Consolidado,4 - Robusto,3 - Consolidado,Não faço,"3,078947368","3,625","2,6",,3 - Consolidado,4 - Robusto,3 - Consolidado,,"3,225","3,6","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,9,4,1,"3,4","3,333333333","3,4","3,4",1,3 - Consolidado,3 - Consolidado,3 - Consolidado,Não faço,"3,5","3,806451613","3,8",3,3 - Consolidado,4 - Robusto,4 - Robusto,3 - Consolidado
1,36,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Transparência,"Existe uma sessão no site ou demais canais de comunicação da prefeitura dedicada à transparência dos atos da gestão pública no combate ao coronavírus (ex.: compras realizadas, atos, documentos e outros).",Não,"3,078947368","3,625","4,00",4,3 - Consolidado,4 - Robusto,4 - Robusto,Faço sempre,"3,078947368","3,625","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,10,4,1,4,,,,,,,,,,,,,,,,
1,37,15/03/2021,EloGroup,Nexa,Paracatu,MG,Continuidade do Enfrentamento à COVID-19,COMUNICAÇÃO DE RISCO,Transparência,Os dados epidemiológicos do município são publicados diariamente nas redes sociais através de boletim.,Não,"3,078947368","3,625","4,00",4,3 - Consolidado,4 - Robusto,4 - Robusto,Faço sempre,"3,078947368","3,625","3,6",,3 - Consolidado,4 - Robusto,4 - Robusto,,,,,,,,,10,4,1,4,,,,,,,,,,,,,,,,
